2026-04-11 11:54:44.927 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:1-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 19:53:03.666 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:36-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 19:53:03.666 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:36-es | Retrying (3/5) after 15 seconds...
2026-04-11 19:56:18.850 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:36-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 19:56:18.850 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:36-es | Retrying (4/5) after 15 seconds...
2026-04-11 19:59:33.991 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:36-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 19:59:33.992 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:36-es | Retrying (5/5) after 15 seconds...
2026-04-11 20:02:49.056 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:36-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:02:49.056 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:36-es | Maximum number of retries reached. Skipping question.
2026-04-11 20:05:49.182 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:37-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:05:49.182 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-en | Retrying (1/5) after 15 seconds...
2026-04-11 20:09:04.314 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:09:04.314 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-en | Retrying (2/5) after 15 seconds...
2026-04-11 20:12:19.468 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:12:19.468 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-en | Retrying (3/5) after 15 seconds...
2026-04-11 20:15:34.597 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:15:34.597 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-en | Retrying (4/5) after 15 seconds...
2026-04-11 20:18:49.753 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:18:49.753 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-en | Retrying (5/5) after 15 seconds...
2026-04-11 20:22:04.831 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:22:04.831 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:37-en | Maximum number of retries reached. Skipping question.
2026-04-11 20:25:04.886 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:37-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:25:04.886 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-es | Retrying (1/5) after 15 seconds...
2026-04-11 20:28:20.044 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:28:20.045 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-es | Retrying (2/5) after 15 seconds...
2026-04-11 20:31:35.205 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:31:35.205 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-es | Retrying (3/5) after 15 seconds...
2026-04-11 20:34:50.335 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:34:50.336 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-es | Retrying (4/5) after 15 seconds...
2026-04-11 20:38:05.541 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:38:05.542 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:37-es | Retrying (5/5) after 15 seconds...
2026-04-11 20:41:20.697 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:37-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:41:20.698 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:37-es | Maximum number of retries reached. Skipping question.
2026-04-11 20:44:20.827 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:38-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:44:20.828 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-en | Retrying (1/5) after 15 seconds...
2026-04-11 20:47:36.013 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:47:36.013 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-en | Retrying (2/5) after 15 seconds...
2026-04-11 20:50:51.194 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:50:51.194 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-en | Retrying (3/5) after 15 seconds...
2026-04-11 20:54:06.474 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:54:06.474 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-en | Retrying (4/5) after 15 seconds...
2026-04-11 20:57:21.583 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 20:57:21.584 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-en | Retrying (5/5) after 15 seconds...
2026-04-11 21:00:36.740 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:00:36.740 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:38-en | Maximum number of retries reached. Skipping question.
2026-04-11 21:03:36.781 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:38-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:03:36.782 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-es | Retrying (1/5) after 15 seconds...
2026-04-11 21:06:51.937 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:06:51.937 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-es | Retrying (2/5) after 15 seconds...
2026-04-11 21:10:07.070 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:10:07.070 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-es | Retrying (3/5) after 15 seconds...
2026-04-11 21:13:22.222 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:13:22.223 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-es | Retrying (4/5) after 15 seconds...
2026-04-11 21:16:37.396 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:16:37.396 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:38-es | Retrying (5/5) after 15 seconds...
2026-04-11 21:19:52.546 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:38-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:19:52.547 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:38-es | Maximum number of retries reached. Skipping question.
2026-04-11 21:22:52.745 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:39-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:22:52.745 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-en | Retrying (1/5) after 15 seconds...
2026-04-11 21:26:07.876 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:26:07.877 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-en | Retrying (2/5) after 15 seconds...
2026-04-11 21:29:23.033 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:29:23.033 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-en | Retrying (3/5) after 15 seconds...
2026-04-11 21:32:38.129 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:32:38.130 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-en | Retrying (4/5) after 15 seconds...
2026-04-11 21:35:53.273 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:35:53.273 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-en | Retrying (5/5) after 15 seconds...
2026-04-11 21:39:08.451 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:39:08.451 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:39-en | Maximum number of retries reached. Skipping question.
2026-04-11 21:42:08.575 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:39-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:42:08.575 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-es | Retrying (1/5) after 15 seconds...
2026-04-11 21:45:23.733 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:45:23.734 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-es | Retrying (2/5) after 15 seconds...
2026-04-11 21:48:38.890 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:48:38.890 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-es | Retrying (3/5) after 15 seconds...
2026-04-11 21:51:54.037 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:51:54.037 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-es | Retrying (4/5) after 15 seconds...
2026-04-11 21:55:09.270 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:39-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 21:55:09.270 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:39-es | Retrying (5/5) after 15 seconds...
2026-04-11 22:04:00.497 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:44-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:04:00.498 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-en | Retrying (1/5) after 15 seconds...
2026-04-11 22:07:15.678 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:07:15.678 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-en | Retrying (2/5) after 15 seconds...
2026-04-11 22:10:30.805 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:10:30.805 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-en | Retrying (3/5) after 15 seconds...
2026-04-11 22:13:45.979 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:13:45.979 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-en | Retrying (4/5) after 15 seconds...
2026-04-11 22:17:01.108 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:17:01.108 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-en | Retrying (5/5) after 15 seconds...
2026-04-11 22:20:16.275 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:20:16.276 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:44-en | Maximum number of retries reached. Skipping question.
2026-04-11 22:23:16.405 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:44-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:23:16.405 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-es | Retrying (1/5) after 15 seconds...
2026-04-11 22:26:31.563 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:26:31.563 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-es | Retrying (2/5) after 15 seconds...
2026-04-11 22:29:46.717 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:29:46.717 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-es | Retrying (3/5) after 15 seconds...
2026-04-11 22:33:01.850 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:33:01.850 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-es | Retrying (4/5) after 15 seconds...
2026-04-11 22:36:17.051 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:36:17.051 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:44-es | Retrying (5/5) after 15 seconds...
2026-04-11 22:39:32.181 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:44-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:39:32.181 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:44-es | Maximum number of retries reached. Skipping question.
2026-04-11 22:42:32.308 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:45-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:42:32.308 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-en | Retrying (1/5) after 15 seconds...
2026-04-11 22:45:47.351 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:45:47.351 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-en | Retrying (2/5) after 15 seconds...
2026-04-11 22:49:02.555 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:49:02.555 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-en | Retrying (3/5) after 15 seconds...
2026-04-11 22:52:17.735 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:52:17.735 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-en | Retrying (4/5) after 15 seconds...
2026-04-11 22:55:33.050 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:55:33.050 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-en | Retrying (5/5) after 15 seconds...
2026-04-11 22:58:48.248 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 22:58:48.248 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:45-en | Maximum number of retries reached. Skipping question.
2026-04-11 23:01:48.378 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:45-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:01:48.378 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-es | Retrying (1/5) after 15 seconds...
2026-04-11 23:05:03.527 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:05:03.527 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-es | Retrying (2/5) after 15 seconds...
2026-04-11 23:08:18.660 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:08:18.660 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-es | Retrying (3/5) after 15 seconds...
2026-04-11 23:11:33.787 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:45-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:11:33.788 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:45-es | Retrying (4/5) after 15 seconds...
2026-04-11 23:15:39.649 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:48-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:15:39.650 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:48-es | Retrying (1/5) after 15 seconds...
2026-04-11 23:18:54.778 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:48-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:18:54.778 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:48-es | Retrying (2/5) after 15 seconds...
2026-04-11 23:22:09.970 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:48-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:22:09.970 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:48-es | Retrying (3/5) after 15 seconds...
2026-04-11 23:25:25.099 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:48-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:25:25.099 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:48-es | Retrying (4/5) after 15 seconds...
2026-04-11 23:28:40.255 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:48-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:28:40.255 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:48-es | Retrying (5/5) after 15 seconds...
2026-04-11 23:31:55.385 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:48-es | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:31:55.385 | ERROR    | text2sparql_client.commands.ask:_retry_response:44 - db26:48-es | Maximum number of retries reached. Skipping question.
2026-04-11 23:34:55.532 | WARNING  | text2sparql_client.commands.ask:ask_command:182 - db26:49-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:34:55.532 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:49-en | Retrying (1/5) after 15 seconds...
2026-04-11 23:38:10.688 | WARNING  | text2sparql_client.commands.ask:_retry_response:68 - db26:49-en | HTTPSConnectionPool(host='26c.text2sparql.cc-eti.org', port=443): Read timed out. (read timeout=180)
2026-04-11 23:38:10.688 | INFO     | text2sparql_client.commands.ask:_retry_response:49 - db26:49-en | Retrying (2/5) after 15 seconds...
